name_gr,name_en,categories,address,phone,url
"Cava Vegera","Cava Vegera","€€ - €€€ Μεσογειακή Ευρωπαϊκή ","Βασιλέως Παύλου 61 Βούλα 166 73,  Ελλάδα ","+30 21 0964 6635","https://www.tripadvisor.com.gr/Restaurant_Review-g562633-d11788925-Reviews-Cava_Vegera-Voula_East_Attica_Region_Attica.html"
"Salad Up","Salad Up","Ελληνική Υγιεινή ","Λαοδίκης 28-30 Γλυφάδα 16674,  Ελλάδα ","+30 21 0894 1362","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d17454805-Reviews-Salad_Up-Glyfada_Attica.html"
"Roma Pizza","Roma Pizza","","Σοφίας Βεμπο 33 Γλυφάδα 16561,  Ελλάδα ","+30 21 0960 1000","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d17821440-Reviews-Roma_Pizza-Glyfada_Attica.html"
"Το Καρβουνο","Το Καρβουνο","€€ - €€€ Μεσογειακή Ελληνική ","Ζησιμοπουλου 7Β & Λαζαρακη 45 Γλυφάδα,  Ελλάδα ","+30 21 0898 0617","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d10394143-Reviews-To_Karboyno-Glyfada_Attica.html"
"Maraveal","Maraveal","","Λεωφ. Ποσειδώνος 40 & Ναυσικάς Γλυφάδα 16675,  Ελλάδα ","+30 21 0894 4106","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d19122244-Reviews-Maraveal-Glyfada_Attica.html"
"American Burguer","American Burguer","Αμερικανική ","Λεωφόρος Βουλιαγμένης 4 Ελληνικό 16677,  Ελλάδα ","+30 21 0962 9996","https://www.tripadvisor.com.gr/Restaurant_Review-g2136990-d19350957-Reviews-American_Burguer-Elliniko_Attica.html"
"Το Χασάπικο","Το Χασάπικο","€ Ψητοπωλείο ","Βίτσι 4 & Σκρα 10 Ηλιούπολη 163 46,  Ελλάδα ","+30 21 0971 2329","https://www.tripadvisor.com.gr/Restaurant_Review-g8634410-d11710399-Reviews-To_Chasapiko-Ilioupoli_East_Attica_Region_Attica.html"
"Ματμεζέλ","Ματμεζέλ","Ψητοπωλείο Μεσογειακή Ελληνική ","Μπιζανίου 18 Άλιμος 17456,  Ελλάδα ","+30 21 0981 0115","https://www.tripadvisor.com.gr/Restaurant_Review-g642168-d19257352-Reviews-Matmezel-Alimos_Attica.html"
"Νικολας της Σχοινουσας","Νικολας της Σχοινουσας","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Διαδόχου Παύλου 48 Γλυφάδα 166 75,  Ελλάδα ","+30 21 0894 9550","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d2197896-Reviews-Nikolas_tis_Schinoussas-Glyfada_Attica.html"
"Τρελός Γάιδαρος","Τρελός Γάιδαρος","€ Φαστ φουντ Μεσογειακή Ελληνική ","Λεωφ. Ποσειδώνος 79 Άλιμος 174 55,  Ελλάδα ","+30 21 0985 5304","https://www.tripadvisor.com.gr/Restaurant_Review-g642168-d12124059-Reviews-Trelos_Gaidaros-Alimos_Attica.html"
"MEZZE Glyfada","MEZZE Glyfada","Ελληνική ","Λεωφ. Δημάρχου Αγγέλου Μεταξά Γλυφάδα 16674,  Ελλάδα ","+30 21 0898 0480","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d17815870-Reviews-MEZZE_Glyfada-Glyfada_Attica.html"
"Buffalo Prive","Buffalo Prive","€€ - €€€ Ψητοπωλείο Μπάρμπεκιου Ελληνική ","Κωνσταντινουπόλεως 7 Γλυφάδα 166 75,  Ελλάδα ","+30 21 5555 5575","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d18834622-Reviews-Buffalo_Prive-Glyfada_Attica.html"
"Mama Thai","Mama Thai","€€ - €€€ Ταϊλανδέζικη ","Γιαννιτσοπούλου 2 Esperidon square Γλυφάδα 16674,  Ελλάδα ","+30 21 0894 5009","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d12897357-Reviews-Mama_Thai-Glyfada_Attica.html"
"I Cafe Bar","I Cafe Bar","Kαφέ ","Αλεξιουπόλεως 29 Αργυρούπολη 16452,  Ελλάδα ","+30 21 0991 6064","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d17520095-Reviews-I_Cafe_Bar-Argyroupoli_Attica.html"
"Το μπιφτέκι της Σοφίας","Το μπιφτέκι της Σοφίας","","Μαρίνου Γερουλάνου 42 Αργυρούπολη 164 52,  Ελλάδα ","+30 21 0992 4928","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d13437569-Reviews-To_Mpifteki_tis_Sofias-Argyroupoli_Attica.html"
"Barrel House","Barrel House","","Ελευθερίου Βενιζέλου 36 Αργυρούπολη 16562,  Ελλάδα ","+30 21 0960 6060","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d17405992-Reviews-Barrel_House-Argyroupoli_Attica.html"
"Δαφνόφυλλο","Δαφνόφυλλο","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Γεωργίου Κονδύλη 8 Γλυφάδα 16675,  Ελλάδα ","+30 21 0894 9991","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d10425586-Reviews-Dafnofillo_Greek_Gastronomic_Essence-Glyfada_Attica.html"
"Tokyo Joe","Tokyo Joe","€€ - €€€ Σούσι Ασιατική Κινέζικη ","Αρτέμιδος Γλυφάδα 16674,  Ελλάδα ","+30 21 0898 3069","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d12131130-Reviews-Tokyo_Joe-Glyfada_Attica.html"
"Streetwok","Streetwok","€ Φαστ φουντ Ασιατική Φαγητό του δρόμου ","Γιαννιτσοπούλου 1 Γλυφάδα 16674,  Ελλάδα ","+30 21 0691 1818","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d13001717-Reviews-Streetwok-Glyfada_Attica.html"
"Amano","Amano","€€ - €€€ Ιταλική ","Κύπρου 74 Γλυφάδα 166 74,  Ελλάδα ","+30 21 0898 0334","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d8664169-Reviews-Amano-Glyfada_Attica.html"
"Enigma Cafe Bar","Enigma Cafe Bar","Kαφέ ","Λεωφόρος Ποσειδώνος 4 Γλυφάδα 166 75,  Ελλάδα ","+30 21 0894 8361","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d16662434-Reviews-Enigma_Cafe_Bar-Glyfada_Attica.html"
"Vittoria Gati","Vittoria Gati","Ιταλική ","Πλατεία Νυμφών 1 Γλυφάδα 166 74,  Ελλάδα ","+30 21 0894 4491","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d15791562-Reviews-Vittoria_Gati-Glyfada_Attica.html"
"Koi Sushi Bar","Koi Sushi Bar","€ Ιαπωνική Ασιατική ","Λαοδίκης 38 Γλυφάδα 16674,  Ελλάδα ","+30 21 0898 1595","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d13995275-Reviews-Koi_Sushi_Bar-Glyfada_Attica.html"
"Braza","Braza","€€ - €€€ Λατινική Μεσογειακή ","Αρτέμιδος 22 Γλυφάδα 16674,  Ελλάδα ","+30 694 712 9109","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d17376670-Reviews-Braza-Glyfada_Attica.html"
"Mind the Pub","Mind the Pub","€€ - €€€ ","Ανδρέα Παπανδρέου 13 Άνω Ηλιούπολη 16345,  Ελλάδα ","+30 21 0970 3811","https://www.tripadvisor.com.gr/Restaurant_Review-g8634410-d10110014-Reviews-Mind_the_Pub-Ilioupoli_East_Attica_Region_Attica.html"
"Fratzolino","Fratzolino","Kαφέ ","Ιασωνίδου 42 Ελληνικό 167 77,  Ελλάδα ","+30 21 0964 5907","https://www.tripadvisor.com.gr/Restaurant_Review-g2136990-d16695804-Reviews-Fratzolino-Elliniko_Attica.html"
"George's Canteen","George's Canteen","€€ - €€€ Αμερικανική ","Λαοδίκης 45 Γλυφάδα 16674,  Ελλάδα ","+30 21 0894 4074","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d14772178-Reviews-George_s_Canteen-Glyfada_Attica.html"
"HYGGE","HYGGE","€€ - €€€ Ευρωπαϊκή ","Λαοδίκης 38 Ground floor Γλυφάδα 16673,  Ελλάδα ","+30 21 0894 0447","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d14203934-Reviews-Hygge_House-Glyfada_Attica.html"
"Home Burger","Home Burger","Αμερικανική Ψητοπωλείο Kαφέ ","Δημητρίου Γούναρη 172 Γλυφάδα 166 74,  Ελλάδα ","+30 21 0963 9000","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d12938466-Reviews-Home_Burger-Glyfada_Attica.html"
"Fritkot","Fritkot","€€ - €€€ Ψητοπωλείο Ελληνική ","Γιαννιτσοπούλου 1 Πλατεία Εσπερίδων Γλυφάδα 166 74,  Ελλάδα ","+30 21 0894 7905","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d11547538-Reviews-Fritkot-Glyfada_Attica.html"
"Παλιό ","Παλιό ","€€ - €€€ Μεσογειακή Μπάρμπεκιου Ελληνική ","Μαρίνου Γερουλάνου 46 Αργυρούπολη 16452,  Ελλάδα ","+30 21 1405 6779","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d6936470-Reviews-Palio-Argyroupoli_Attica.html"
"Pita Plus","Pita Plus","€ Μεσογειακή Ελληνική ","Ιασωνίδου 4 Ελληνικό 167 77,  Ελλάδα ","+30 21 0961 4800","https://www.tripadvisor.com.gr/Restaurant_Review-g2136990-d12791712-Reviews-Pita_Plus-Elliniko_Attica.html"
"Crepe 'N Love","Crepe 'N Love","","Ηρώων Πολυτεχνείου 9 Ηλιούπολη 16342,  Ελλάδα ","+30 21 0994 0777","https://www.tripadvisor.com.gr/Restaurant_Review-g8634410-d10807920-Reviews-Crepe_N_Love-Ilioupoli_East_Attica_Region_Attica.html"
"Steki Kalamaki","Steki Kalamaki","€ Μεσογειακή Ελληνική ","Plastira 10 & Posidonos 14 Βούλα,  Ελλάδα ","+30 21 0899 6080","https://www.tripadvisor.com.gr/Restaurant_Review-g562633-d5922067-Reviews-Steki_Kalamaki-Voula_East_Attica_Region_Attica.html"
"Shisan Sushi Bar","Shisan Sushi Bar","Κινέζικη Σούσι Υγιεινή ","28ης Οκτωβρίου 44 Αργυρούπολη 164 52,  Ελλάδα ","+30 21 1411 0077","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d16662452-Reviews-Shisan_Sushi_Bar-Argyroupoli_Attica.html"
"Keep WOKing","Keep WOKing","€€ - €€€ Κινέζικη Ασιατική ","Δημητριου Γουναρη 70 Γλυφάδα 165 61,  Ελλάδα ","+30 21 1012 2801","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d5005303-Reviews-Keep_WOKing-Glyfada_Attica.html"
"Eterno Cafe Bar","Eterno Cafe Bar","Kαφέ ","Αλεξιουπόλεως 35 Αργυρούπολη 164 52,  Ελλάδα ","+30 21 0996 6665","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d11893337-Reviews-Eterno_Cafe_Bar-Argyroupoli_Attica.html"
"Ταβέρνα Ζιώγας","Ταβέρνα Ζιώγας","€€ - €€€ Ελληνική Ψητοπωλείο ","Σάκη Καράγιωργα 95 Γλυφάδα 166 75,  Ελλάδα ","+30 21 0962 6117","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d4908309-Reviews-Ziogas-Glyfada_Attica.html"
"Napul'e Italian Comfort Food","Napul'e Italian Comfort Food","€€ - €€€ Ιταλική Καμπάνιας ","Λεωφ. Αναγυρούντος 49 Βάρη 16672,  Ελλάδα ","+30 21 0965 5815","https://www.tripadvisor.com.gr/Restaurant_Review-g3695551-d17629058-Reviews-Napul_e_Italian_Comfort_Food-Vari_East_Attica_Region_Attica.html"
"Επιλεκτο Καφε","Επιλεκτο Καφε","€€ - €€€ ","Ανδρέα Παπανδρέου 5 Γλυφάδα 166 75,  Ελλάδα ","+30 21 0894 1120","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d8533231-Reviews-Epilecto_Cafe-Glyfada_Attica.html"
"Vintage Tostou","Vintage Tostou","Kαφέ Διεθνής Ευρωπαϊκή ","Σ. Λαζαρίδι Γλυφάδα 16675,  Ελλάδα ","+30 21 5555 8487","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d14149779-Reviews-Vintage_Tostou-Glyfada_Attica.html"
"Το Λιβανεζίκο","Το Λιβανεζίκο","€€ - €€€ Kαφέ ","Κωσταντινουπόλεως 20 Γλυφάδα 16675,  Ελλάδα ","+30 21 0894 0024","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d15059992-Reviews-To_Livaneziko-Glyfada_Attica.html"
"Jack's Lounge","Jack's Lounge","€€ - €€€ Ελληνική Kαφέ Αγγλική ","Γουναρη 85 Γλυφάδα 16561,  Ελλάδα ","+30 21 0969 0343","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d15246845-Reviews-Jack_s_Lounge-Glyfada_Attica.html"
"Ακροβόλι","Ακροβόλι","€€ - €€€ Ελληνική Θαλασσινά Μεσογειακή ","Ποσειδώνος 14 Βούλα 166 73,  Ελλάδα ","+30 21 0899 0152","https://www.tripadvisor.com.gr/Restaurant_Review-g562633-d12387637-Reviews-Akrovoli-Voula_East_Attica_Region_Attica.html"
"Λιάτικο","Λιάτικο","€€ - €€€ Kαφέ ","Ανδρέα Παπανδρέου 10 Kanaria Spuare Ηλιούπολη 16345,  Ελλάδα ","+30 21 0976 4094","https://www.tripadvisor.com.gr/Restaurant_Review-g8634410-d15318807-Reviews-Liatiko-Ilioupoli_East_Attica_Region_Attica.html"
"Golden Crepe","Golden Crepe","€ Ιταλική Γαλλική ","Γιαννιτσοπουλου 3 Πλατεία Εσπεριδων Γλυφάδα 166 74,  Ελλάδα ","+30 21 0968 0118","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d8667463-Reviews-Golden_Crepe-Glyfada_Attica.html"
"Razguliay Russian Restaurant","Razguliay Russian Restaurant","€€ - €€€ Ανατολικοευρωπαϊκή Ρώσικη ","Αγίου Ιωάννου 7 Γλυφάδα 166 74,  Ελλάδα ","+30 21 0894 3450","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d3709328-Reviews-Razguliay_Russian_Restaurant-Glyfada_Attica.html"
"Hama 2.0","Hama 2.0","€€€€ Σούσι Ιαπωνική Θαλασσινά ","Γρηγορίου Λαμπράκη 34 Γλυφάδα 166 74,  Ελλάδα ","+30 21 0960 0595","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d2408041-Reviews-Hama_2_0-Glyfada_Attica.html"
"Λαός και Καλαμάκι","Λαός και Καλαμάκι","€ Ψητοπωλείο Μπάρμπεκιου Ελληνική ","Ιωνίας 103 Άλιμος 174 56,  Ελλάδα ","+30 21 0990 2002","https://www.tripadvisor.com.gr/Restaurant_Review-g642168-d4591050-Reviews-Laos_kai_Kalamaki-Alimos_Attica.html"
"La Strega","La Strega","€€ - €€€ Ιταλική Πίτσα ","Ανδρέα Παπανδρέου 4 & Λεωφόρος Ποσειδώνος Γλυφάδα 16675,  Ελλάδα ","+30 21 0898 2002","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d12251256-Reviews-La_Strega-Glyfada_Attica.html"
"Mythos by Divani Restaurant","Mythos by Divani Restaurant","€€€€ Θαλασσινά Μεσογειακή Ευρωπαϊκή ","Αγίου Νικολάου 10 Βουλιαγμένη 166 71,  Ελλάδα ","+30 21 0891 1100","https://www.tripadvisor.com.gr/Restaurant_Review-g562635-d947138-Reviews-Mythos_by_Divani_Restaurant-Vouliagmeni_East_Attica_Region_Attica.html"
"Souvlaki Friends","Souvlaki Friends","€ Ελληνική ","Αλεξιουπόλεως 29 Αργυρούπολη 164 52,  Ελλάδα ","+30 21 0994 4444","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d8291662-Reviews-Souvlaki_Friends-Argyroupoli_Attica.html"
"La Pasteria","La Pasteria","€€ - €€€ Ιταλική Πίτσα Μεσογειακή ","B. Κατράκη 6 Πλατεία Μπιζανίου Γλυφάδα 166 75,  Ελλάδα ","+30 21 0894 5085","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d781906-Reviews-La_Pasteria-Glyfada_Attica.html"
"Ζάχαρη & Αλάτι","Ζάχαρη & Αλάτι","€€ - €€€ Kαφέ Φαστ φουντ ","Δημητρίου Γούναρη 23 Γλυφάδα 16562,  Ελλάδα ","+30 21 0969 0077","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d15218613-Reviews-Zachari_Alati-Glyfada_Attica.html"
"Τρελός Γάιδαρος","Τρελός Γάιδαρος","€ Ελληνική Φαστ φουντ ","Αρτέμιδος 1 Πλατεία Εσπερίδων Γλυφάδα 166 74,  Ελλάδα ","+30 21 0898 0084","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d6467778-Reviews-Trelos_Gaidaros-Glyfada_Attica.html"
"The New Age by fournomageiremata","The New Age by fournomageiremata","€€ - €€€ Ελληνική ","Ηρώς Κωνσταντοπούλου 19 Ηλιούπολη 16346,  Ελλάδα ","+30 21 0991 0227","https://www.tripadvisor.com.gr/Restaurant_Review-g8634410-d6976698-Reviews-The_New_Age_by_fournomageiremata-Ilioupoli_East_Attica_Region_Attica.html"
"Καπετάν Γιώργης ο Μυτιληνιός","Καπετάν Γιώργης ο Μυτιληνιός","€€ - €€€ Θαλασσινά Μεσογειακή Σούσι ","Γούναρη 87 Γλυφάδα 16561,  Ελλάδα ","+30 21 0960 0604","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d14030187-Reviews-Kapetan_Giorgis_o_Mytilinios-Glyfada_Attica.html"
"Buffalo Prive","Buffalo Prive","€€ - €€€ Ψητοπωλείο Ευρωπαϊκή Ελληνική ","Kostantinoupoleos 7 Γλυφάδα 16674,  Ελλάδα ","+30 21 5555 5575","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d10094485-Reviews-Buffalo_Prive-Glyfada_Attica.html"
"Silar Dining Couture","Silar Dining Couture","€€€€ Θαλασσινά Διεθνής Μεσογειακή ","Αρτέμιδος 3 Esperidon square Γλυφάδα 166 74,  Ελλάδα ","+30 21 0898 2831","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d15758196-Reviews-Silar_Dining_Couture-Glyfada_Attica.html"
"Boracay","Boracay","€€ - €€€ Ιαπωνική Σούσι Ασιατική ","Βασιλέως Παύλου 94 Βούλα 166 73,  Ελλάδα ","+30 21 0968 9500","https://www.tripadvisor.com.gr/Restaurant_Review-g562633-d6914727-Reviews-Boracay-Voula_East_Attica_Region_Attica.html"
"Σπιτικό Απλά","Σπιτικό Απλά","€ Ελληνική Μεσογειακή Κατάλληλο για χορτοφάγους ","A. Λαζαράκη 15 Γλυφάδα 16675,  Ελλάδα ","+30 21 0894 9000","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d11928101-Reviews-Spitiko_Apla_Glyfada-Glyfada_Attica.html"
"Ψαράκια & Θαλασσινά Γλυφάδα","Ψαράκια & Θαλασσινά Γλυφάδα","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Κύπρου 60 Γλυφάδα 16674,  Ελλάδα ","+30 21 0898 3555","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d15203245-Reviews-Psarakia_Thalassina-Glyfada_Attica.html"
"Rakopaignio","Rakopaignio","€€ - €€€ Ελληνική ","Γεννηματα 105 & Ανατολικης Ρωμυλιας Γλυφάδα 16561,  Ελλάδα ","+30 21 0961 0118","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d3709350-Reviews-Rakopaignio-Glyfada_Attica.html"
"Τo Πανοραμα Της Βουλας","Τo Πανοραμα Της Βουλας","€ Μπάρμπεκιου Ελληνική Μεσογειακή ","Μπιζανιου 3 Βούλα 166 73,  Ελλάδα ","+30 21 0895 0740","https://www.tripadvisor.com.gr/Restaurant_Review-g562633-d7680686-Reviews-To_Panorama_Tis_Voulas-Voula_East_Attica_Region_Attica.html"
"Vittoria Gati","Vittoria Gati","€€ - €€€ Ιταλική Πίτσα Ευρωπαϊκή ","Πλατεία Νυμφών 1 Γλυφάδα 16674,  Ελλάδα ","+30 21 0894 4491","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d15572409-Reviews-Vittoria_Gati-Glyfada_Attica.html"
"Β&Α Μπυραρία","Β&Α Μπυραρία","€€ - €€€ Γερμανική ","Χριστοφόρου Νέζερ 19 Γλυφάδα 166 74,  Ελλάδα ","+30 21 1210 4059","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d5533655-Reviews-B_A_Beer_Restaurant-Glyfada_Attica.html"
"Panorama","Panorama","€€ - €€€ Ελληνική Κατάλληλο για χορτοφάγους Επιλογές βίγκαν ","4 Iliou Βουλιαγμένη 16671,  Ελλάδα ","+30 21 0895 1298","https://www.tripadvisor.com.gr/Restaurant_Review-g562635-d3337804-Reviews-Panorama-Vouliagmeni_East_Attica_Region_Attica.html"
"Το Αγκιστρι","Το Αγκιστρι","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Παλμυρας 2 Άνω γλυφαδα Γλυφάδα 165 61,  Ελλάδα ","+30 21 0960 0117","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d3708982-Reviews-To_Agistri-Glyfada_Attica.html"
"Τριβόλι Vegan Cafe","Τριβόλι Vegan Cafe","€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Μαρίνου Αντύπα 107A Ηλιούπολη 16346,  Ελλάδα ","+30 21 1405 0120","https://www.tripadvisor.com.gr/Restaurant_Review-g8634410-d10433311-Reviews-Trivoli_Vegan_Cafe-Ilioupoli_East_Attica_Region_Attica.html"
"Bourbon Bar","Bourbon Bar","€€ - €€€ ","Δασκαρόλη 67 Γλυφάδα 166 75,  Ελλάδα ","+30 21 0964 7600","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d3709385-Reviews-Bourbon_Bar-Glyfada_Attica.html"
"Μπουκοβο","Μπουκοβο","€€ - €€€ Ελληνική ","Κύπρου 65, και Ηρας 1 Γλυφάδα 16674,  Ελλάδα ","+30 21 0898 1018","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d15306394-Reviews-Boukovo-Glyfada_Attica.html"
"The Saint Kitchen","The Saint Kitchen","€€ - €€€ Αμερικανική Ευρωπαϊκή ","Θουκιδίδου 8 Αργυρούπολη 16452,  Ελλάδα ","+30 21 0964 5552","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d14200486-Reviews-The_Saint_Kitchen-Argyroupoli_Attica.html"
"PURE Juice Bar","PURE Juice Bar","€ Kαφέ Υγιεινή Φαγητό του δρόμου ","Giannitsopoulou 10 Γλυφάδα 16674,  Ελλάδα ","+30 21 0968 0013","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d19080486-Reviews-PURE_Juice_Bar-Glyfada_Attica.html"
"Νερόμυλος","Νερόμυλος","€ Ψητοπωλείο Φαστ φουντ Ελληνική ","Κύπρου 11 Αργυρούπολη,  Ελλάδα ","+30 21 0993 2455","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d8120914-Reviews-Kebabtzidikon_o_Neromylos_Argyroupoli-Argyroupoli_Attica.html"
"Μέλι Λάδι","Μέλι Λάδι","€ Ψητοπωλείο Μεσογειακή Ελληνική ","Δημητριου Γουναρη 144 Αχιλεως 87 Γλυφάδα 166 74,  Ελλάδα ","+30 21 0963 7113","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d10090537-Reviews-Meli_Ladi-Glyfada_Attica.html"
"Drakoulis Dry & Raw","Drakoulis Dry & Raw","€€€€ Ψητοπωλείο Μπάρμπεκιου ","Λεωφόρος Βασιλέως Παύλου 103 Βούλα 16673,  Ελλάδα ","+30 21 0895 5655","https://www.tripadvisor.com.gr/Restaurant_Review-g562633-d12804188-Reviews-Drakoulis_Dry_Raw-Voula_East_Attica_Region_Attica.html"
"Balux Cafe","Balux Cafe","€€ - €€€ Kαφέ Μεσογειακή ","Λεωφ. Ποσειδώνος 58 Γλυφάδα 166 74,  Ελλάδα ","+30 21 0898 3577","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d858035-Reviews-Balux_Cafe-Glyfada_Attica.html"
"All Senses Gastronomy","All Senses Gastronomy","€€€€ Ελληνική Διεθνής ","Λαζαράκη 12 Γλυφάδα 166 75,  Ελλάδα ","+30 21 0898 0080","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d8074399-Reviews-All_Senses_Gastronomy-Glyfada_Attica.html"
"Pere Ubu","Pere Ubu","€€ - €€€ Μεσογειακή Ευρωπαϊκή ","Κυπρου 74 Γλυφάδα 16674,  Ελλάδα ","+30 21 0894 1450","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d796531-Reviews-Pere_Ubu-Glyfada_Attica.html"
"Soleto","Soleto","€€ - €€€ Ιταλική Μεσογειακή Κατάλληλο για χορτοφάγους ","Λαοδίκης 33-35 Γλυφάδα 166 74,  Ελλάδα ","+30 21 0968 0460","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d6656548-Reviews-Soleto-Glyfada_Attica.html"
"La Casa DI Giorgino","La Casa DI Giorgino","€€ - €€€ Ιταλική Πίτσα Μεσογειακή ","Kyprou 30 Γλυφάδα 166 75,  Ελλάδα ","+30 21 0963 8770","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d7121722-Reviews-La_Casa_DI_Giorgino-Glyfada_Attica.html"
"AVIT","AVIT","€ Kαφέ Μεσογειακή Ευρωπαϊκή ","Maragkou 19 Γλυφάδα 16675,  Ελλάδα ","+30 21 0894 9381","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d15425936-Reviews-AVIT-Glyfada_Attica.html"
"Mejico","Mejico","€€ - €€€ Μεξικάνικη Λατινική ","Θράκης 10 Αργυρούπολη 16452,  Ελλάδα ","+30 21 0995 4549","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d13296634-Reviews-Mejico-Argyroupoli_Attica.html"
"Kowloon Κινέζικο Εστιατόριο","Kowloon Κινέζικο Εστιατόριο","€€ - €€€ Κινέζικη Ασιατική Κατάλληλο για χορτοφάγους ","Κύπρου 78 Γλυφάδα 166 74,  Ελλάδα ","+30 21 0894 4528","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d2621288-Reviews-Kowloon_Chinese_Restaurant-Glyfada_Attica.html"
"To Libaneziko","To Libaneziko","€€ - €€€ Λιβανέζικη Μεσογειακή Μέσης Ανατολής ","Konstantinoupoleos 20Β Γλυφάδα 16675,  Ελλάδα ","+30 21 0894 0024","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d6024102-Reviews-To_Libaneziko-Glyfada_Attica.html"
"Οι Πίτες της Γεωργίας","Οι Πίτες της Γεωργίας","€ Ελληνική ","Μ Γερουλανου 53 Αργυρούπολη,  Ελλάδα ","+30 21 0992 6116","https://www.tripadvisor.com.gr/Restaurant_Review-g3695477-d7276711-Reviews-Pites_Tis_Georgias-Argyroupoli_Attica.html"
"Aperitivo Pizza Bar","Aperitivo Pizza Bar","€€ - €€€ Ιταλική Πίτσα Kαφέ ","Κύπρου 70 Γλυφάδα 166 74,  Ελλάδα ","+30 21 0894 0377","https://www.tripadvisor.com.gr/Restaurant_Review-g562630-d4574075-Reviews-Aperitivo_Pizza_Bar-Glyfada_Attica.html"
"Διονύσης","Διονύσης","€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Λεωφόρος Ιασωνίδου 2 Ελληνικό 167 77,  Ελλάδα ","+30 21 0963 4933","https://www.tripadvisor.com.gr/Restaurant_Review-g2136990-d7182262-Reviews-Dionysis-Elliniko_Attica.html"
